key,en_value,usage_count,de_value,fr_value,nl_value
generalInfoForm.lables.customsOfficeOfExitForTransitDeclared,Customs office of exit for transit (declared),2,Ausgangszollstelle im Versandverfahren (erklärt),Bureau de douane de sortie pour le transit (déclaré),Douanekantoor van uitgang voor douanevervoer (verklaard)
generalInfoForm.lables.customsOfficeOfPresentation,Customs office of presentation,0,Customs office of presentation,Customs office of presentation,Customs office of presentation
generalInfoForm.lables.customsOfficeOfTransitDeclared,Customs office of transit (declared),4,Durchgangszollstelle (erklärt),Bureau de douane de passage (déclaré),Douanekantoor van doorgang (verklaard)
generalInfoForm.lables.customsOfficeReferenceNumber,Customs office reference number,0,Customs office reference number,Customs office reference number,Customs office reference number
generalInfoForm.lables.customsOffices, Customs Offices,2, Zollstelle,Bureaux de douane, Douanekantoren
generalInfoForm.lables.date,Date,0,Datum,Date,Datum
generalInfoForm.lables.days,days,2,days,days,days
generalInfoForm.lables.declarationDateTime,{{ dateTime }} of declaration,0,{{ dateTime }} of declaration,{{ dateTime }} of declaration,{{ dateTime }} of declaration
generalInfoForm.lables.declarationGoodsItemNumber,Declaration goods item number,2,Declaration goods item number,Declaration goods item number,Declaration goods item number
generalInfoForm.lables.declarationInformation,Declaration Information,1,Informationen zur Erklärung,Informations sur la déclaration,Declaratiegegevens
generalInfoForm.lables.declarationType,Declaration type,8,Art der Anmeldung,Type de déclaration,Type aangifte
generalInfoForm.lables.declaredCustomsOfOfficeDestination,Declared customs office of destination,1,Abgangszollstelle (erklärt),Bureau de douane de destination (déclaré),Aangegeven kantoor van bestemming
generalInfoForm.lables.declaredLimitDate,Limit date (Declaration),1,Limitdatum (Anmeldung),Date limite (Déclaration),Limietdatum (Aangifte)
generalInfoForm.lables.declartionInformation,Declaration Information,0,Informationen zur Anmeldung,Informations sur la déclaration,Informatie over de aangifte
generalInfoForm.lables.deleteHouseConsignment,HOUSE CONSIGNMENT,1,EINZELSENDUNG,HOUSE CONSIGNMENT,Huiszending
generalInfoForm.lables.deleted,Deleted,2,Gelöscht,Supprimé,Verwijderd
generalInfoForm.lables.departureTransportMean,Departure transport mean,14,Abfahrtstransportmittel,Moyen de transport au départ,Transportmiddel bij vertrek
generalInfoForm.lables.departureTransportMeans,Departure transport mean(s),11,Beförderungsmittel beim Abgang,Moyen de transport au départ,Vervoermiddel bij vertrek
generalInfoForm.lables.discharge,Discharge,1,Entlastung,Décharge,Ontlading
generalInfoForm.lables.discrepancies,Discrepancies,2,Abweichungen,Divergences,Discrepanties
generalInfoForm.lables.discrepanciesResolved,Discrepancies resolved,1,Abweichungen gelöst,Divergences résolues,Discrepanties opgelost
generalInfoForm.lables.documentLineItemNumber,Document line item number,5,Zeilen-/Positionsnummer im Dokument,Numéro de ligne de l’article dans le document,Documentregel van artikelnummer
generalInfoForm.lables.economicOperator,Economic operator EORI,0,Economic operator EORI,Economic operator EORI,Economic operator EORI
generalInfoForm.lables.economicOperatorIdentificationNumber,Economic operator identification number,0,Economic operator identification number,Economic operator identification number,Economic operator identification number
generalInfoForm.lables.emailAddress,Email address,7,E-Mail- Adresse,Adresse électronique,E-mailadres
generalInfoForm.lables.ensReuse,ENS re-use Indicator,0,ENS re-use Indicator,ENS re-use Indicator,ENS re-use Indicator
generalInfoForm.lables.entryInformation,Entry Information,0,Entry Information,Entry Information,Entry Information
generalInfoForm.lables.eori,EORI,0,EORI,EORI,EORI
generalInfoForm.lables.eoriOrIdentificationNumber,EORI or identification number,0,EORI oder Identifikationsnummer,EORI ou Numéro d’identification,EORI of identificatienummer
generalInfoForm.lables.equipment,EQUIPMENT,0,AUSRÜSTUNG,ÉQUIPEMENT,HULPMIDDEL
generalInfoForm.lables.expirationDate,Expiration date and time,0,Expiration date and time,Expiration date and time,Expiration date and time
generalInfoForm.lables.generalInfoSub,Select the sections that are applicable and enter the required information.,4,Wählen Sie die anwendbaren Abschnitte aus und geben Sie die erforderlichen Daten ein.,Sélectionnez les sections qui sont applicables et saisissez les informations requises.,Selecteer de toepasselijke rubrieken en voer de vereiste informatie in.
generalInfoForm.lables.generalInformation,GENERAL INFORMATION,2,ALLGEMEINE INFORMATIONEN,INFORMATION GÉNÉRALE,ALGEMENE INFORMATIE
generalInfoForm.lables.gnssLatitude,GNSS latitude,0,GNSS latitude,GNSS latitude,GNSS latitude
generalInfoForm.lables.gnssLongitude,GNSS longitude,0,GNSS longitude,GNSS longitude,GNSS longitude
generalInfoForm.lables.goodsItemNumber,Goods item number,0,Positionsnummer,Numéro d’article de marchandise,Artikelnummer
generalInfoForm.lables.grn,GRN,2,GRN,GRN,GRN
generalInfoForm.lables.grossMass,Gross mass,1,Rohmasse,Brute totale,Brutomassa
generalInfoForm.lables.guarantee,Guarantee,12,Sicherheitsleistung,Garantie,Zekerheidsstelling
generalInfoForm.lables.guaranteeReference,Guarantee reference,4,Form der Sicherheit,Référence de garantie,Referentie zekerheidstelling
generalInfoForm.lables.guaranteeReferenceMain,Guarantee reference(s),0,Guarantee reference(s),Référence de garantie(s),Guarantee reference(s)
generalInfoForm.lables.guaranteeReferenceSub,GUARANTEE REFERENCE,0,GUARANTEE REFERENCE,GUARANTEE REFERENCE,GUARANTEE REFERENCE
generalInfoForm.lables.guaranteeSub,GUARANTEE,0,SICHERHEIT,GUARANTEE,GUARANTEE
generalInfoForm.lables.guarantor,Guarantor,1,Guarantor,Guarantor,Guarantor
generalInfoForm.lables.hasErrors,Has errors,3,Hat Fehler,Contient des erreurs,Heeft fouten
generalInfoForm.lables.holderOfTransitProcedure,Holder of transit procedure,0,Inhaber des Versandverfahrens,Titulaire du régime du transit,Houder van de regeling douanevervoer
generalInfoForm.lables.houseConsignmentInformationTitle,House Consignment{{number}}- General Information,1,Einzelsendung{{number}}- Allgemeine Informationen,House Envoi{{number}}- Informations Générales,Huiszending{{number}}- Algemene Informatie
generalInfoForm.lables.houseConsignmentPartiesTitle,House Consignment{{number}}- Parties,1,Einzelsendung{{number}}- Parteien,House Envoi{{number}}- Parties,Huiszending{{number}}- Partijen
generalInfoForm.lables.houseNumber,House Number,0,House Number,House Number,House Number
generalInfoForm.lables.identificationNumber,Identification number,28,Kennnummer,Numéro d’identification,Identificatienummer
generalInfoForm.lables.identificationNumberOfTrailer,Identification number of trailer,0,Identification number of trailer,Identification number of trailer,Identification number of trailer
generalInfoForm.lables.incidentFlag,Incident flag,1,Vorfallflagge,Flag incident,Incident vlag
generalInfoForm.lables.inlandModeOfTransport,Inland mode of transport,4,Inländischer Verkehrszweig,Mode de transport intérieur,Binnenlandse vervoerswijze
generalInfoForm.lables.involvedCountries,Involved countries,9,Beteiligte Länder,Pays concernés,Betrokken landen
generalInfoForm.lables.lastControlResultDate,Control result date,2,Control result date,Control result date,Control result date
generalInfoForm.lables.latitude,Latitude,1,Breitengrad ,Latitude,Breedtegraad 
generalInfoForm.lables.limitDate,Limit date,4,Stellungsfrist,Date limite,Uiterste datum
generalInfoForm.lables.limitDates,Limit dates,1,Limitdaten,Dates limites,Limietdata
generalInfoForm.lables.location,Location,17,Ort,Localisation des marchandises,Plaats
generalInfoForm.lables.locationOfGoods,Location of goods,6,Warenort,Localisation des marchandises,Plaats van de goederen
generalInfoForm.lables.locationOfGoodsAddress.country,Country,1,Land,Pays,Land
generalInfoForm.lables.locationOfGoodsAddress.houseNumber,House Number,1,Hausnummer,Numéro de maison,Huisnummer
generalInfoForm.lables.locationOfGoodsAddress.postcode,Post Code,1,Postleitzahl,Code postal,Post Code
generalInfoForm.lables.locationType,Location type,5,Art des Ortes,Type de localisation,Locatietype
generalInfoForm.lables.longitude,Longitude,1,Längengrad,Longitude,Lengtegraad
generalInfoForm.lables.lrn,LRN,4,LRN,LRN,LRN
generalInfoForm.lables.mean,MEAN,0,MEAN,MEAN,MEAN
generalInfoForm.lables.measurementUnitAndQualifier,Measurement unit and qualifier,0,Maßeinheit und Qualifikator,Unité de mesure et qualifiant,Meeteenheid en -aanduiding
generalInfoForm.lables.methodOfPayment,Method of payment,7,Zahlungsart,Mode de paiement,Betaalwijze
generalInfoForm.lables.modeOfTransport,Mode of transport,9,Verkehrszweig,Mode de transport,Vervoerswijze
generalInfoForm.lables.modeOfTransportAtTheBorder,Mode of transport at the border,3,Verkehrszweig an der Grenze,Mode de transport à la frontière,Vervoerswijze aan de grens
generalInfoForm.lables.movementStoppedDateAndTime,Movement stopped Date and time,1,Datum und Uhrzeit des Bewegungsstopps,Date et heure de l’arrêt du mouvement,Datum en tijd van het stoppen van de beweging
generalInfoForm.lables.mrn,MRN,8,MRN,MRN,MRN
generalInfoForm.lables.mrnOrCrn,MRN/CRN,1,MRN/CRN,MRN/CRN,MRN/CRN
generalInfoForm.lables.name,Name,30,Name,Nom,Naam
generalInfoForm.lables.nameContactPerson,Name contact person,12,Ansprechpartner,Personne de contact,Naam contactpersoon
generalInfoForm.lables.nameHolderOfTransitProcedure,Name holder of transit procedure,0,Name holder of transit procedure,Name holder of transit procedure,Name holder of transit procedure
generalInfoForm.lables.nationality,Nationality,5,Art,Type,Nationaliteit
generalInfoForm.lables.new,New,1,Neu,Nouveau,Nieuw
generalInfoForm.lables.no,No,13,Nein,Non,Nee
generalInfoForm.lables.noReleaseMotivationCode,No release motivation code,1,Kein Freigabemotiv Code,Code de motivation de non-libération,Geen vrijgave motivatie code
generalInfoForm.lables.noReleaseMotivationText,No release motivation text,1,Kein Freigabemotiv Text,Texte de motivation de non-libération,Geen vrijgave motivatie tekst
generalInfoForm.lables.number,Number,7,Anzahl,Nombre,Nummer
generalInfoForm.lables.numberOfPackages,Number of packages,1,Anzahl der Packstücke,Nombre de colis,Aantal colli
generalInfoForm.lables.numberOfSeals,Number of seals,6,Number of seals,Nombre de scellés,Aantal verzegelingen
generalInfoForm.lables.otherGuaranteeReference,Other guarantee reference,2,Andere Form der Sicherheit,Autre référence de garantie,Andere referentie zekerheidstelling
